repo_id,repo_name,n_stars,n_stars_low_activity,n_stars_latest,p_stars_low_activity
MDEwOlJlcG9zaXRvcnkyMDg4NDc4Mg==,Ultimaker/Cura,4988,77,6309.0,0.015437048917401764
MDEwOlJlcG9zaXRvcnkyOTI4OTQ0,Azure/azure-sdk-for-net,4601,71,5602.0,0.015431427950445555
R_kgDOJyjSJg,a16z-infra/companion-app,5578,86,5786.0,0.01541771244173539
R_kgDOKZsT_Q,spdustin/ChatGPT-AutoExpert,6423,99,6636.0,0.015413358243811303
MDEwOlJlcG9zaXRvcnkxODcyMzgzNg==,dromara/hutool,12270,189,29397.0,0.015403422982885086
MDEwOlJlcG9zaXRvcnk2MTQ4NjIwNw==,ossu/data-science,13919,214,19284.0,0.015374667720382212
MDEwOlJlcG9zaXRvcnk3MTU4MzYwMg==,Developer-Y/cs-video-courses,54962,845,67783.0,0.015374258578654343
R_kgDOJRlwiQ,ikaijua/Awesome-AITools,4295,66,4572.0,0.015366705471478464
MDEwOlJlcG9zaXRvcnkxMDg1MTgyMA==,ramda/ramda,8598,132,23874.0,0.015352407536636426
MDEwOlJlcG9zaXRvcnk3MjEyNjQ1,syl20bnr/spacemacs,8208,126,23770.0,0.015350877192982455
MDEwOlJlcG9zaXRvcnkyNjY0MTc3NzI=,SimplifyJobs/Summer2025-Internships,5800,89,35750.0,0.015344827586206897
MDEwOlJlcG9zaXRvcnkyMzY1MjA5MQ==,Yixiaohan/show-me-the-code,5605,86,13369.0,0.015343443354148082
MDEwOlJlcG9zaXRvcnkyNTEyMTI0OTg=,wondertrader/wondertrader,4237,65,4407.0,0.015341043190936984
R_kgDOJDk6Gw,adrianhajdin/project_3D_developer_portfolio,6521,100,6360.0,0.015335071308081583
MDEwOlJlcG9zaXRvcnk1NjQ1OTk0OA==,GoogleCloudPlatform/training-data-analyst,5809,89,7998.0,0.015321053537614046
MDEwOlJlcG9zaXRvcnkxNDQ1NjY5MTg=,ethanwillis/zotero-scihub,3462,53,3624.0,0.015309069901790873
MDEwOlJlcG9zaXRvcnkxNTQ4MDA2Nw==,react-bootstrap/react-bootstrap,8316,127,22463.0,0.015271765271765271
MDEwOlJlcG9zaXRvcnkyNjUxNjIxMA==,certbot/certbot,8126,124,31804.0,0.015259660349495446
R_kgDOK6SKAw,apple/ml-mgie,3671,56,3876.0,0.015254698992100245
MDEwOlJlcG9zaXRvcnk2NzcwOTgwOA==,react-native-elements/react-native-elements,9380,143,25168.0,0.015245202558635394
MDEwOlJlcG9zaXRvcnk3NTEyNDg0,ArduPilot/ardupilot,7413,113,11394.0,0.015243491164171051
MDEwOlJlcG9zaXRvcnkxOTc1OTkzMzM=,2227324689/gpmall,5314,81,4928.0,0.015242754986827249
R_kgDOMvCXtg,briefercloud/briefer,3412,52,3727.0,0.015240328253223915
MDEwOlJlcG9zaXRvcnk3NTgzMDk2OA==,exacity/deeplearningbook-chinese,12887,196,35956.0,0.015209125475285171
MDEwOlJlcG9zaXRvcnkxMTI3MTc5NjM=,android-hacker/VirtualXposed,9144,139,15540.0,0.015201224846894137
MDEwOlJlcG9zaXRvcnkxNzk2MTM5NzY=,PKUanonym/REKCARC-TSC-UHT,26649,405,33686.0,0.015197568389057751
,3Kmfi6HP/EDtunnel,6585,100,,0.015186028853454821
MDEwOlJlcG9zaXRvcnkxNjQ0MTk2,JuliaLang/julia,27930,424,46135.0,0.015180809165771572
MDEwOlJlcG9zaXRvcnk0NTQ1NjgwNA==,jobbole/awesome-python-cn,15309,232,29015.0,0.01515448429028676
R_kgDOK4sStA,infiniflow/ragflow,25321,383,28065.0,0.015125784921606572
MDEwOlJlcG9zaXRvcnkzMTUyMjA0MQ==,vnpy/vnpy,18599,281,26600.0,0.015108339158019249
MDEwOlJlcG9zaXRvcnk2MzI2NjIxMw==,open-guides/og-aws,12775,193,35819.0,0.015107632093933464
MDEwOlJlcG9zaXRvcnkxMzA3ODk2OA==,postcss/postcss,9205,139,28617.0,0.01510048886474742
R_kgDOHmtVcg,RipplePiam/MobaXterm-Chinese-Simplified,4376,66,4529.0,0.015082266910420476
MDEwOlJlcG9zaXRvcnk3MTE1NDUyOQ==,lawlite19/MachineLearning_Python,5769,87,7435.0,0.015080603224128965
MDEwOlJlcG9zaXRvcnkzNjY2NjM0Mjk=,jynew/jynew,8294,125,8173.0,0.015071135760790933
MDEwOlJlcG9zaXRvcnk4MTcxMDM1NQ==,ddddxxx/LyricsX,3716,56,4843.0,0.015069967707212056
MDEwOlJlcG9zaXRvcnkzMTkxNjczNjI=,mealie-recipes/mealie,4330,65,7871.0,0.015011547344110854
MDEwOlJlcG9zaXRvcnk1OTc4Nzk=,Automattic/mongoose,9993,150,27030.0,0.015010507355148604
MDEwOlJlcG9zaXRvcnkxNzM3MTI0MDI=,ZHENFENG13/My-Blog,3932,59,3718.0,0.015005086469989827
MDEwOlJlcG9zaXRvcnk3Njk5MDIwOQ==,Aircoookie/WLED,14933,224,15680.0,0.015000334828902432
MDEwOlJlcG9zaXRvcnk2MTk4MDY1OA==,azerothcore/azerothcore-wotlk,6207,93,6759.0,0.014983083615273078
MDEwOlJlcG9zaXRvcnkyNzcyOTg4MA==,grpc/grpc,22765,341,42262.0,0.014979134636503404
R_kgDOImYX0A,PlexPt/awesome-chatgpt-prompts-zh,52300,783,53717.0,0.01497131931166348
MDEwOlJlcG9zaXRvcnk0ODYyNjMzNQ==,vuejs/vue-cli,10754,161,29753.0,0.014971173516830947
MDEwOlJlcG9zaXRvcnkyMzA5MjYxMTA=,qkqpttgf/OneManager-php,4144,62,3771.0,0.014961389961389961
R_kgDOJibVLQ,StanGirard/quivr,26357,394,37089.0,0.014948590507265621
MDEwOlJlcG9zaXRvcnkyNjY0MTc3NzI=,SimplifyJobs/Summer2024-Internships,10707,160,35749.0,0.014943494909872046
R_kgDOLAgryw,danielmiessler/fabric,25373,379,26767.0,0.014937137902494778
MDEwOlJlcG9zaXRvcnkxNDk4OTg0MzA=,TheSpeedX/PROXY-List,3887,58,3868.0,0.014921533316182145
MDEwOlJlcG9zaXRvcnkzMTM1NDk5Mzk=,knownsec/404StarLink,6836,102,8778.0,0.01492100643651258
R_kgDOH2OfEQ,linhaojun857/aurora,3487,52,4170.0,0.014912532262689992
MDEwOlJlcG9zaXRvcnkyODg5MzI4,WordPress/WordPress,8728,130,19769.0,0.014894592117323557
R_kgDOKy8C5g,HumanAIGC/AnimateAnyone,12559,187,14566.0,0.014889720519149614
MDEwOlJlcG9zaXRvcnkxNzYyMDM0Nw==,dotnet/aspnetcore,22393,333,35828.0,0.014870718528111464
MDEwOlJlcG9zaXRvcnkxNDgxMzA1,realpython/python-guide,11634,173,28544.0,0.014870208011002235
MDEwOlJlcG9zaXRvcnk2MDA3Mjk1,fxsjy/jieba,16227,241,33586.0,0.014851790226166266
MDEwOlJlcG9zaXRvcnk0MzgwNTE0,Audi-1/sqli-labs,3504,52,5336.0,0.014840182648401826
MDEwOlJlcG9zaXRvcnkxOTM3NDgxMg==,telegramdesktop/tdesktop,19281,286,26720.0,0.014833255536538562
MDEwOlJlcG9zaXRvcnk1NDk5NTAxNA==,discord/discord-api-docs,4993,74,6034.0,0.014820749048668135
MDEwOlJlcG9zaXRvcnkxMDU0MDQxNDI=,jamiewilson/form-to-google-sheets,4252,63,4572.0,0.014816556914393226
MDEwOlJlcG9zaXRvcnkxMjEwNjcxMzI=,BepInEx/BepInEx,5066,75,5241.0,0.014804579549940782
R_kgDOGfQZkg,Johnshall/Shadowrocket-ADBlock-Rules-Forever,13445,199,13725.0,0.01480104127928598
R_kgDOJFGywg,ztjhz/BetterChatGPT,6966,103,8243.0,0.014786103933390755
MDEwOlJlcG9zaXRvcnkxMjQwODQ4NjI=,CodeTips/BaiduNetdiskPlugin-macOS,3925,58,8723.0,0.014777070063694267
R_kgDOL9Quew,Codium-ai/cover-agent,4196,62,4715.0,0.014775977121067683
R_kgDOJ8m8Bw,zmh-program/chatnio,3794,56,7701.0,0.014760147601476014
MDEwOlJlcG9zaXRvcnk4MDE0OTI2Mg==,react-navigation/react-navigation,9350,138,23738.0,0.014759358288770053
MDEwOlJlcG9zaXRvcnkyODEwNDU1,ggreer/the_silver_searcher,9284,137,26288.0,0.014756570443774234
MDEwOlJlcG9zaXRvcnkzMjIxNTk3MA==,mobxjs/mobx,9509,140,27660.0,0.014722894100326006
MDEwOlJlcG9zaXRvcnk3NDA3MzIzMw==,keon/algorithms,10540,155,24229.0,0.014705882352941176
R_kgDOMjGyPA,facebookresearch/sapiens,4493,66,4745.0,0.014689517026485644
MDEwOlJlcG9zaXRvcnkyMzUwMzQxNDg=,Sakura-gh/ML-notes,3474,51,3319.0,0.01468048359240069
MDEwOlJlcG9zaXRvcnkxNzAzNTU1MDg=,livewire/livewire,22156,325,22561.0,0.014668712764036829
MDEwOlJlcG9zaXRvcnk0ODE4NzI=,hashicorp/vagrant,9623,141,26412.0,0.014652395302920087
R_kgDOMd4okw,black-forest-labs/flux,18098,265,19388.0,0.01464250193391535
MDEwOlJlcG9zaXRvcnkyMDU4NzU5OQ==,apache/flink,16189,237,24392.0,0.014639570078448329
MDEwOlJlcG9zaXRvcnk0OTk3MDY0Mg==,yarnpkg/yarn,8341,122,41473.0,0.014626543579906486
MDEwOlJlcG9zaXRvcnkzMjU1NzM4NjM=,coder2gwy/coder2gwy,27901,408,26819.0,0.014623131787391132
MDEwOlJlcG9zaXRvcnk0ODE1NDkw,renpy/renpy,3830,56,5174.0,0.014621409921671017
MDEwOlJlcG9zaXRvcnkxMzc0NTE0MDM=,alibaba/nacos,25188,368,30663.0,0.01461013180879784
MDEwOlJlcG9zaXRvcnk5NDgwMTM4MA==,The-Art-of-Hacking/h4cker,17201,251,19542.0,0.014592174873553862
MDEwOlJlcG9zaXRvcnk5MzQ0NDYxNQ==,hashicorp/terraform-provider-aws,5282,77,10016.0,0.014577811435062477
R_kgDOJ8S0QQ,dabeaz-course/python-mastery,10369,151,10778.0,0.014562638634390973
MDEwOlJlcG9zaXRvcnk4MDI4NjI4OA==,arendst/Tasmota,15252,222,22546.0,0.014555468135326514
MDEwOlJlcG9zaXRvcnkyODMyMDIwNw==,majodev/google-webfonts-helper,7420,108,12287.0,0.014555256064690027
MDEwOlJlcG9zaXRvcnkxNTYxMjMyMg==,braziljs/eloquente-javascript,3987,58,5262.0,0.0145472786556308
MDEwOlJlcG9zaXRvcnkxODM2ODIyMjk=,Lerist/FakeLocation,5638,82,5661.0,0.014544164597374955
MDEwOlJlcG9zaXRvcnk1MTc2OTY4OQ==,refined-github/refined-github,10176,148,25510.0,0.014544025157232705
MDEwOlJlcG9zaXRvcnkzODczMjY4OTA=,xinntao/Real-ESRGAN,27575,401,29232.0,0.014542157751586583
R_kgDOLNwBKQ,Guovin/iptv-api,3921,57,11185.0,0.014537107880642693
MDEwOlJlcG9zaXRvcnk4NjY4MzI2NQ==,EastWorld/wechat-app-mall,12039,175,19904.0,0.014536091037461583
MDEwOlJlcG9zaXRvcnkyNjgwNDYyODE=,MonsterNone/tmall-miao,3929,57,4006.0,0.014507508271824891
MDEwOlJlcG9zaXRvcnk0NjYyOTMwNQ==,NARKOZ/hacker-scripts,14407,209,47818.0,0.014506836954258346
R_kgDOM6XxNA,HKUDS/LightRAG,10835,157,12750.0,0.014490078449469312
R_kgDOHD4cLg,alura/techguide,3590,52,3594.0,0.014484679665738161
R_kgDOKxEBbQ,bgstaal/multipleWindow3dScene,15959,231,16641.0,0.014474591139795727
MDEwOlJlcG9zaXRvcnkxMjI1NjM3Ng==,ionic-team/ionic-framework,13893,201,51287.0,0.014467717555603542
MDEwOlJlcG9zaXRvcnkxMTg4NjEyNzY=,gto76/python-cheatsheet,33410,483,36705.0,0.01445674947620473
MDEwOlJlcG9zaXRvcnk2NTg0ODA5NQ==,requarks/wiki,10030,145,25365.0,0.014456630109670987
R_kgDOHjydYw,j-hc/revanced-magisk-module,4568,66,4553.0,0.014448336252189142
MDEwOlJlcG9zaXRvcnkxMTQ1MjMxODQ=,crossoverJie/JCSprout,7982,115,27083.0,0.01440741668754698
R_kgDOIjPLxQ,acheong08/ChatGPT,28344,408,28061.0,0.014394580863674851
R_kgDOMRlcpg,KwaiVGI/LivePortrait,12945,186,13606.0,0.01436848203939745
MDEwOlJlcG9zaXRvcnkxODY2Njc1OA==,pjreddie/darknet,13853,199,25943.0,0.01436511946870714
MDEwOlJlcG9zaXRvcnkzODgzNjAxNQ==,michalsnik/aos,18452,265,27095.0,0.014361586819856926
R_kgDOH-jzvQ,ultralytics/ultralytics,33657,483,35323.0,0.014350655138604153
R_kgDONVhgSQ,bpc-clone/bypass-paywalls-chrome-clean,4949,71,59.0,0.014346332592442917
MDEwOlJlcG9zaXRvcnk1OTk0NDQ1NQ==,MorvanZhou/tutorials,6361,91,11976.0,0.014305926741078447
R_kgDOGccSUQ,lizhipay/acg-faka,3496,50,3598.0,0.014302059496567507
R_kgDOLswedA,bepass-org/oblivion-desktop,5250,75,5268.0,0.014285714285714285
MDEwOlJlcG9zaXRvcnkzMTY5MTM0MTg=,binance/binance-spot-api-docs,4202,60,4127.0,0.014278914802475012
,NekoX-Dev/NekoX,5326,76,,0.01426962072850169
MDEwOlJlcG9zaXRvcnkxOTI2NDkzODA=,zhongshaofa/layuimini,4486,64,4188.0,0.014266607222469906
MDEwOlJlcG9zaXRvcnk2NTU5MzA1MA==,h2y/Shadowrocket-ADBlock-Rules,13117,187,15697.0,0.014256308607151026
MDEwOlJlcG9zaXRvcnkyODY1MzU4NQ==,MiCode/Xiaomi_Kernel_OpenSource,5333,76,8847.0,0.014250890680667542
R_kgDOHG3LUA,AmazingAng/WTF-Solidity,9342,133,12003.0,0.01423678013273389
MDEwOlJlcG9zaXRvcnkzOTU1NDMyMTc=,hectorqin/reader,8571,122,8696.0,0.014234045035585112
R_kgDOMC1g3g,AnswerDotAI/gpu.cpp,3794,54,3785.0,0.014232999472851872
MDEwOlJlcG9zaXRvcnk1ODg0MjcwNw==,trailofbits/algo,16030,228,29134.0,0.014223331253898939
MDEwOlJlcG9zaXRvcnkzMzc5MTc0Mw==,x64dbg/x64dbg,13864,197,45184.0,0.014209463358338142
MDEwOlJlcG9zaXRvcnkxNjM3MjExOTI=,zhisheng17/flink-learning,14295,203,14614.0,0.014200769499825114
MDEwOlJlcG9zaXRvcnkzMDQ2ODEyOTc=,CoderLeixiaoshuai/java-eight-part,5777,82,6143.0,0.014194218452483988
MDEwOlJlcG9zaXRvcnkxMjgyMzcxNDY=,vuejs/vuepress,11283,160,22642.0,0.0141806257201099
MDEwOlJlcG9zaXRvcnkyMDQ5Mzk2OTk=,marblexu/PythonPlantsVsZombies,3810,54,3484.0,0.014173228346456693
MDEwOlJlcG9zaXRvcnkyMDE1NDY0NDM=,trustwallet/assets,5154,73,4750.0,0.014163756305781917
MDEwOlJlcG9zaXRvcnkxNDcwNTY5MQ==,ziadoz/awesome-php,11444,162,31176.0,0.014155889549108703
MDEwOlJlcG9zaXRvcnkxNTYzNDk4MQ==,godotengine/godot,74023,1047,92870.0,0.014144252462072598
,XiangLinPro/IT_book,13606,192,,0.0141114214317213
MDEwOlJlcG9zaXRvcnk4NTE0,rails/rails,17095,241,56313.0,0.014097689382860485
R_kgDOJlIj0Q,vercel/ai-chatbot,6894,97,10742.0,0.014070205976211198
MDEwOlJlcG9zaXRvcnkyOTk1ODQ3Nzg=,docmirror/dev-sidecar,16705,235,16426.0,0.01406764441783897
MDEwOlJlcG9zaXRvcnkxNTkwMDUzNzc=,aws/containers-roadmap,3910,55,5231.0,0.014066496163682864
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,openai/gym,19845,279,35127.0,0.014058956916099773
MDEwOlJlcG9zaXRvcnk0NzEwOTIw,apache/dubbo,15810,222,40651.0,0.014041745730550285
MDEwOlJlcG9zaXRvcnkzNDgyNDQ5OQ==,square/leakcanary,7834,110,29493.0,0.01404135818228236
MDEwOlJlcG9zaXRvcnkyNzAwMTU5,alibaba/druid,12608,177,28033.0,0.014038705583756346
MDEwOlJlcG9zaXRvcnkxNzk4MTUwNjA=,kska32/ebooks,4638,65,4857.0,0.014014661492022424
MDEwOlJlcG9zaXRvcnk2ODk1NzkyMA==,justjavac/awesome-wechat-weapp,23712,332,46494.0,0.014001349527665317
MDEwOlJlcG9zaXRvcnk0NzkzMzky,sqlmapproject/sqlmap,19584,274,33061.0,0.013991013071895425
MDEwOlJlcG9zaXRvcnkyMzMzODcxNg==,JedWatson/react-select,12152,170,27737.0,0.013989466754443713
MDEwOlJlcG9zaXRvcnkxMzU4NDI2Mg==,webtorrent/webtorrent,11797,165,29825.0,0.013986606764431635
MDEwOlJlcG9zaXRvcnk3MTk5NTkzNw==,nuxt/nuxt,14979,209,55691.0,0.013952867347620001
MDEwOlJlcG9zaXRvcnk3ODc0MDc0,goldfire/howler.js,10536,147,24219.0,0.013952164009111617
MDEwOlJlcG9zaXRvcnkzNzkwNzQ1NjU=,DidierRLopes/GamestonkTerminal,7603,106,37.0,0.013941865053268446
MDEwOlJlcG9zaXRvcnkxMTE3NzkyOA==,karan/Projects,20087,280,45605.0,0.013939363767610893
MDEwOlJlcG9zaXRvcnk5NjU3ODI=,validatorjs/validator.js,10575,147,23247.0,0.013900709219858157
R_kgDOHPusqw,windingwind/zotero-better-notes,5543,77,5797.0,0.013891394551686812
MDEwOlJlcG9zaXRvcnk1MzM3MDk4OA==,GoogleChrome/lighthouse,12744,177,28580.0,0.013888888888888888
MDEwOlJlcG9zaXRvcnk0NjM3NDE5OQ==,IntelRealSense/librealsense,5186,72,7704.0,0.013883532587736213
MDEwOlJlcG9zaXRvcnkxODEwNDIwNjI=,utmapp/UTM,27820,386,27760.0,0.013874910136592379
MDEwOlJlcG9zaXRvcnkxNzE2NTY1OA==,apache/spark,20107,278,40326.0,0.013826030735564728
MDEwOlJlcG9zaXRvcnkxNjYwNzg5OA==,harness/gitness,5281,73,32367.0,0.013823139556902102
MDEwOlJlcG9zaXRvcnk0NjI3MzQ0NQ==,transloadit/uppy,10637,147,29374.0,0.013819686001692207
MDEwOlJlcG9zaXRvcnkyNDM5NTA0MDg=,Anduin2017/HowToCook,67825,937,68574.0,0.013814964983413195
MDEwOlJlcG9zaXRvcnkyNDQwMjQzNTM=,PantsuDango/Dango-Translator,7387,102,7244.0,0.013808041153377556
R_kgDOJUOcag,sunner/ChatALL,14499,200,15430.0,0.013794054762397407
MDEwOlJlcG9zaXRvcnkxMjU1OTY0ODk=,doczjs/docz,7325,101,23684.0,0.01378839590443686
MDEwOlJlcG9zaXRvcnk0Mjc1MTAxNA==,zenorocha/clipboard.js,9285,128,34091.0,0.013785675821217017
MDEwOlJlcG9zaXRvcnk0OTkxMDA5NQ==,vapor/vapor,9662,133,24730.0,0.013765265990478162
MDEwOlJlcG9zaXRvcnkzMTU0NjMzNDA=,mrdbourke/tensorflow-deep-learning,5376,74,5374.0,0.013764880952380952
MDEwOlJlcG9zaXRvcnkzNTU2MDM1MzE=,rd2coding/Road2Coding,6984,96,6889.0,0.013745704467353952
R_kgDOLrNzLw,RSSNext/Follow,17825,245,21764.0,0.013744740532959326
MDEwOlJlcG9zaXRvcnkxNDI2ODgwOQ==,FastLED/FastLED,3642,50,6623.0,0.013728720483250962
MDEwOlJlcG9zaXRvcnkzOTg0MDkzMg==,google/googletest,25573,351,35287.0,0.013725413522074063
MDEwOlJlcG9zaXRvcnkxNDIwMDUz,guzzle/guzzle,7663,105,23270.0,0.013702205402583845
MDEwOlJlcG9zaXRvcnkyMDg1NDg4NDE=,learning-zone/website-templates,5333,73,5263.0,0.013688355522220138
MDEwOlJlcG9zaXRvcnkxMTQ3NDcyMjY=,deepfakes/faceswap,34711,474,52859.0,0.013655613494281352
R_kgDOJ47ESg,Hillobar/Rope,4614,63,4743.0,0.013654096228868661
R_kgDOJblv-g,digitalinnovationone/dio-lab-open-source,4323,59,6365.0,0.01364792967846403
MDEwOlJlcG9zaXRvcnkyODMzODgx,beefproject/beef,5867,80,9979.0,0.013635588886995058
MDEwOlJlcG9zaXRvcnkxNDU1NTM2NzI=,fighting41love/funNLP,62412,851,70487.0,0.01363519835928988
MDEwOlJlcG9zaXRvcnk3NTYwNTg5,JeffreySu/WeiXinMPSDK,3819,52,8513.0,0.013616129876931133
MDEwOlJlcG9zaXRvcnk2OTY2MjcyMA==,mxgmn/WaveFunctionCollapse,12119,165,23563.0,0.013614984734714085
R_kgDOJFedeg,xx025/carrot,16603,226,17102.0,0.01361199783171716
MDEwOlJlcG9zaXRvcnkzMDIzNzUwMjQ=,YSGStudyHards/DotNetGuide,7203,98,7480.0,0.013605442176870748
MDEwOlJlcG9zaXRvcnkyMDg2NDA0NTM=,iptv-org/awesome-iptv,7644,104,7674.0,0.013605442176870748
R_kgDOHanRCA,Visualize-ML/Book3_Elements-of-Mathematics,5882,80,6646.0,0.013600816048962938
MDEwOlJlcG9zaXRvcnkyMTUxNTA0NA==,academic/awesome-datascience,16276,221,25498.0,0.013578274760383386
MDEwOlJlcG9zaXRvcnk0NzQ0MDUzNg==,cocos/cocos-engine,5968,81,8975.0,0.013572386058981234
MDEwOlJlcG9zaXRvcnkxMjI3MzQ1Njk=,iawia002/lux,12090,164,28117.0,0.013564929693961952
MDEwOlJlcG9zaXRvcnkyODU3MDc1MTk=,fork-maintainers/iceraven-browser,5165,70,4937.0,0.013552758954501452
MDEwOlJlcG9zaXRvcnkyODc1MTYzMg==,0xAX/linux-insides,11371,154,30244.0,0.013543223990853927
R_kgDONicYKA,deepseek-ai/DeepSeek-V3,11836,160,18623.0,0.013518080432578574
,movie-web/movie-web,19782,267,,0.013497118592659995
R_kgDOJLIaSA,keijiro/AICommand,3853,52,4005.0,0.013495977160654036
R_kgDOI0ic0g,Akegarasu/lora-scripts,4594,62,4818.0,0.013495864170657379
MDEwOlJlcG9zaXRvcnk3NTA4NDEx,ReactiveX/RxJava,11488,155,47965.0,0.01349233983286908
MDEwOlJlcG9zaXRvcnkyMzc4MzM3NQ==,geekcompany/ResumeSample,10747,145,27367.0,0.013492137340653205
R_kgDOMtqknw,Byaidu/PDFMathTranslate,11792,159,14980.0,0.01348371777476255
MDEwOlJlcG9zaXRvcnk0MDA4OTMx,StevenBlack/hosts,16100,217,27282.0,0.013478260869565217
R_kgDOHP4oZA,ChrisTitusTech/winutil,24937,336,26909.0,0.0134739543649998
MDEwOlJlcG9zaXRvcnkyNDQ2OTQxNzQ=,project-chip/connectedhomeip,7499,101,7657.0,0.013468462461661555
MDEwOlJlcG9zaXRvcnkxODQ0NjA=,celery/celery,13374,180,25248.0,0.013458950201884253
R_kgDOJlox8w,lobehub/lobe-chat,50740,682,51543.0,0.013441072132439889
MDEwOlJlcG9zaXRvcnk0NDg0NDUx,amix/vimrc,14660,197,30932.0,0.013437926330150068
MDEwOlJlcG9zaXRvcnkxOTg3NzA0MTU=,1995parham/github-do-not-ban-us,13547,182,11765.0,0.01343470879161438
MDEwOlJlcG9zaXRvcnkxNTA5MzMyMDY=,selierlin/Share-SSR-V2ray,10962,147,10152.0,0.013409961685823755
MDEwOlJlcG9zaXRvcnkxMzYyNDkw,psf/requests,16342,219,52358.0,0.013401052502753641
MDEwOlJlcG9zaXRvcnkzMjUzODg3MQ==,google/gson,9254,124,23480.0,0.013399610979036093
MDEwOlJlcG9zaXRvcnk2MTcxNTQzMQ==,Binaryify/NeteaseCloudMusicApi,22616,303,30303.0,0.013397594623275557
R_kgDOKONLAA,sczhou/ProPainter,5603,75,5819.0,0.013385686239514546
R_kgDOKn3x8g,LouisShark/chatgpt_system_prompt,8147,109,8456.0,0.013379157972259727
MDEwOlJlcG9zaXRvcnkzNjc1OTU0MzA=,lyswhut/lx-music-mobile,11528,154,11730.0,0.013358778625954198
R_kgDOMPGEJg,meta-llama/llama-models,5241,70,5560.0,0.013356229727151307
MDEwOlJlcG9zaXRvcnkzNjcxNDc5,nmap/nmap,7788,104,10466.0,0.01335387776065742
MDEwOlJlcG9zaXRvcnkxMTY3MDg2MDM=,supermerill/SuperSlicer,3747,50,4161.0,0.013344008540165465
MDEwOlJlcG9zaXRvcnkyMzcyNzQ3OTQ=,KotatsuApp/Kotatsu,4048,54,4503.0,0.0133399209486166
R_kgDOKdqKlw,TheRealJoelmatic/RemoveAdblockThing,6077,81,6103.0,0.013328945203225275
MDEwOlJlcG9zaXRvcnkyNDk1MzQ0OA==,google/material-design-icons,15831,211,50957.0,0.013328279957046302
MDEwOlJlcG9zaXRvcnkxMzU3Nzk2,emscripten-core/emscripten,9605,128,26034.0,0.013326392503904216
MDEwOlJlcG9zaXRvcnkxNjQ2NTQ0OTE=,TaleLin/lin-ui,3754,50,4108.0,0.013319126265316995
MDEwOlJlcG9zaXRvcnkyOTA5OTE4MQ==,keybase/client,4509,60,8943.0,0.01330671989354624
MDEwOlJlcG9zaXRvcnkzOTQzMTg3MTA=,valinet/ExplorerPatcher,25177,335,25574.0,0.013305794971601064
MDEwOlJlcG9zaXRvcnk4MDM1ODI2NQ==,BretFisher/udemy-docker-mastery,3760,50,5426.0,0.013297872340425532
MDEwOlJlcG9zaXRvcnkxODg4ODE1MzE=,PyJun/Mooc_Downloader,4669,62,110.0,0.013279074748340116
MDEwOlJlcG9zaXRvcnkxMjgwMTg0Mjg=,alibaba/Sentinel,15891,211,22528.0,0.013277956075766158
MDEwOlJlcG9zaXRvcnk1NzA0OTIxMg==,XINCGer/Unity3DTraining,7383,98,7856.0,0.013273736963294053
R_kgDOIkaVVw,PawanOsman/ChatGPT,5578,74,5687.0,0.013266403728935103
MDEwOlJlcG9zaXRvcnk0Mjk1NjQ2Nw==,herrbischoff/awesome-macos-command-line,9499,126,29110.0,0.013264554163596167
MDEwOlJlcG9zaXRvcnkyMjQ1ODI1OQ==,Alamofire/Alamofire,12828,170,41541.0,0.013252260679763019
MDEwOlJlcG9zaXRvcnkzOTQ1NDE2NDc=,OpenEthan/SMSBoom,12535,166,15353.0,0.013242919824491424
,Sangwan5688/BlackHole,9226,122,,0.01322349880771732
MDEwOlJlcG9zaXRvcnkyMjExOTcyMQ==,k88hudson/git-flight-rules,13317,176,41960.0,0.013216189832544868
MDEwOlJlcG9zaXRvcnk2MDMyNTA2Mg==,terryum/awesome-deep-learning-papers,8325,110,25621.0,0.013213213213213212
,xiaoming2028/FreePAC,6131,81,,0.013211547871472842
MDEwOlJlcG9zaXRvcnkxNDQxNDAzNDI=,paritytech/polkadot,7345,97,7147.0,0.013206262763784888
R_kgDOI7h_Pg,Azure-Samples/azure-search-openai-demo,6060,80,6553.0,0.013201320132013201
MDEwOlJlcG9zaXRvcnkxMTM5Mjg0ODg=,Sycnex/Windows10Debloater,17452,230,18299.0,0.01317900527160211
MDEwOlJlcG9zaXRvcnkzMzEwNDQzNzI=,free-educa/books,8432,111,8758.0,0.013164136622390892
MDEwOlJlcG9zaXRvcnkyODY3NzI5NTg=,krishnadey30/LeetCode-Questions-CompanyWise,12615,166,13239.0,0.013158937772493063
MDEwOlJlcG9zaXRvcnkxNzI5NTM4NDU=,coder/code-server,21175,278,69342.0,0.013128689492325856
MDEwOlJlcG9zaXRvcnkxNzIyMjc4ODU=,tiangolo/full-stack-fastapi-template,10055,132,29002.0,0.013127797115862755
MDEwOlJlcG9zaXRvcnk3NzQxODU2,pixijs/pixijs,12803,168,44301.0,0.013121924548933843
R_kgDOGkh9Bw,adrianhajdin/project_web3.0,4353,57,4119.0,0.013094417643004824
R_kgDOI789qA,MHSanaei/3x-ui,14825,194,15999.0,0.013086003372681282
MDEwOlJlcG9zaXRvcnk3MjkwNzI1Mw==,ityouknow/spring-boot-examples,16201,212,30336.0,0.013085611999259304
R_kgDOM_sAIg,coleam00/bolt.new-any-llm,4971,65,9383.0,0.01307583987125327
