github,total_stars,fake_stars,fake_percentage
rcaferati/react-native-really-awesome-button,1223,1,0.08176614881439084
request/request,25696,21,0.08172478206724783
goldfire/howler.js,23268,19,0.08165721162111055
stripe/stripe-react-native,1225,1,0.0816326530612245
orestbida/cookieconsent,3675,3,0.0816326530612245
localForage/localForage,24523,20,0.08155609020103576
zh-lx/pinyin-pro,3679,3,0.08154389779831477
primefaces/primeng,9828,8,0.0814000814000814
itinance/react-native-fs,4914,4,0.0814000814000814
realm/realm-dotnet,1229,1,0.08136696501220504
github/fetch,25816,21,0.08134490238611713
nodeca/pica,3688,3,0.08134490238611713
aleclarson/vite-tsconfig-paths,1232,1,0.08116883116883117
jlmakes/scrollreveal,22217,18,0.08101903947427645
jaredhanson/connect-flash,1235,1,0.08097165991902834
Project-OSRM/osrm-backend,6175,5,0.08097165991902834
essamjoubori/finance.js,1235,1,0.08097165991902834
plhery/node-twitter-api-v2,1237,1,0.08084074373484236
expressjs/express,64330,52,0.08083320379294263
strongloop/express,64330,52,0.08083320379294263
mattdesl/canvas-sketch,4952,4,0.08077544426494346
shahen94/react-native-video-processing,1242,1,0.08051529790660225
marmelab/EventDrops,1242,1,0.08051529790660225
VincentGarreau/particles.js,28673,23,0.08021483625710599
jankovicsandras/imagetracerjs,1247,1,0.08019246190858059
iamkun/dayjs,46222,37,0.08004846177145082
jquery/jquery-ui,11245,9,0.08003557136505113
woopen/nplayer,1250,1,0.08
jgthms/bulma,48841,39,0.07985094490284801
raycast/extensions,5016,4,0.07974481658692185
lost-pixel/lost-pixel,1256,1,0.07961783439490447
NG-ZORRO/ng-zorro-antd,8803,7,0.07951834601840281
neuronetio/gantt-elastic,1263,1,0.0791765637371338
carbon-design-system/carbon,7588,6,0.0790722192936215
fengyuanchen/compressorjs,5069,4,0.0789110278161373
xkeshi/image-compressor,5069,4,0.0789110278161373
frida/frida,15210,12,0.07889546351084813
bokeh/bokeh,19019,15,0.0788684999211315
react-component/table,1271,1,0.07867820613690008
antfu/vite-ssg,1273,1,0.07855459544383347
Wildhoney/ReactShadow,1277,1,0.07830853563038372
jashkenas/backbone,28110,22,0.07826396300249022
huggingface/huggingface.js,1278,1,0.0782472613458529
nuxt/image,1281,1,0.078064012490242
leeoniya/uFuzzy,2562,2,0.078064012490242
fritz-c/react-image-lightbox,1284,1,0.0778816199376947
callstack/react-native-viewpager,2569,2,0.07785130400934215
ecomfe/echarts-gl,2569,2,0.07785130400934215
callstack/react-native-pager-view,2569,2,0.07785130400934215
frontend-collective/react-image-lightbox,1285,1,0.07782101167315175
dalelotts/angular-bootstrap-datetimepicker,1286,1,0.07776049766718507
jaames/iro.js,1286,1,0.07776049766718507
jaredhanson/passport-facebook,1289,1,0.07757951900698215
facebook/create-react-app,102230,79,0.07727672894453683
wendux/fly,3889,3,0.07714065312419646
node-red/node-red-dashboard,1297,1,0.07710100231303006
rayepps/radash,3896,3,0.07700205338809035
chenqingspring/vue-lottie,1299,1,0.07698229407236336
Tencent/wujie,3899,3,0.07694280584765324
trufflesuite/ganache-cli,2603,2,0.0768344218209758
trufflesuite/ganache-core,2603,2,0.0768344218209758
alexanderdickson/waitForImages,1302,1,0.07680491551459294
trufflesuite/ganache,2605,2,0.07677543186180423
dendronhq/dendron,6514,5,0.07675775253300583
plotly/plotly.py,15641,12,0.07672143724825779
bvaughn/react-virtualized,26102,20,0.07662248103593594
langchain-ai/langchainjs,11748,9,0.07660878447395301
pmndrs/zustand,44387,34,0.07659900421294523
babel/babel-upgrade,1308,1,0.0764525993883792
hotwired/turbo,6541,5,0.07644091117566122
webpack/webpack,64344,49,0.07615317667536989
nzbin/three-dots,1314,1,0.076103500761035
colinhacks/zod,31663,24,0.07579825032372169
aaronshaf/dynamodb-viewer,1321,1,0.0757002271006813
dcloudio/uni-app,39652,30,0.07565822657116916
steedos/object-server,1322,1,0.07564296520423601
steedos/steedos-platform,1322,1,0.07564296520423601
telegraf/telegraf,7936,6,0.07560483870967742
reactivex/rxjs,30427,23,0.07559075820817038
marko-js/marko,13242,10,0.07551729346020239
mohitk05/react-insta-stories,1325,1,0.07547169811320754
cypress-io/github-action,1329,1,0.07524454477050413
vuejs/ui,1330,1,0.07518796992481204
lazd/iNoBounce,1330,1,0.07518796992481204
zdhxiong/mdui,4015,3,0.07471980074719801
neoclide/coc.nvim,24145,18,0.0745495961896873
gatsbyjs/gatsby,55157,41,0.07433326685642802
pmndrs/suspend-react,1347,1,0.07423904974016332
karolkozer/planby,1347,1,0.07423904974016332
fullcalendar/fullcalendar-vue,1348,1,0.0741839762611276
faker-js/faker,12138,9,0.07414730598121602
vmware/harbor,23000,17,0.07391304347826087
wesbos/eslint-config-wesbos,2723,2,0.07344840249724569
DefinitelyTyped/DefinitelyTyped,47668,35,0.07342451959385751
malchata/yall.js,1363,1,0.07336757153338225
mikedeboer/node-github,6825,5,0.07326007326007326
octokit/octokit.js,6827,5,0.07323861139592794
jerryc127/hexo-theme-butterfly,6833,5,0.07317430118542367
ehynds/jquery-ui-multiselect-widget,1368,1,0.07309941520467836
Vuepic/vue-datepicker,1369,1,0.07304601899196494
tailwindlabs/tailwindcss-intellisense,2739,2,0.07301935012778386
devcontainers/cli,1372,1,0.0728862973760933
baidu/amis,16480,12,0.07281553398058252
alexkuz/react-input-enhancements,1374,1,0.0727802037845706
neomjs/neo,2751,2,0.07270083605961468
vega/ts-json-schema-generator,1376,1,0.07267441860465117
ghosh/microtip,1377,1,0.07262164124909223
pure-css/pure,23474,17,0.072420550396183
fat/bean,1389,1,0.07199424046076314
Iconscout/unicons,1392,1,0.07183908045977011
heiseonline/shariff,1396,1,0.07163323782234957
aws-amplify/amplify-cli,2797,2,0.07150518412584912
cnwhy/nzh,1400,1,0.07142857142857142
miniMAC/magic,8401,6,0.07142006903940007
opensumi/core,2802,2,0.07137758743754462
ai/nanoid,23846,17,0.07129078252117756
trufflesuite/truffle,14032,10,0.07126567844925884
immersive-web/webvr-polyfill,1404,1,0.07122507122507123
jones2000/HQChart,2809,2,0.0711997152011392
apache/avro,2811,2,0.0711490572749911
statoscope/statoscope,1406,1,0.07112375533428165
vkbansal/react-contextmenu,1407,1,0.07107320540156362
commonmark/commonmark.js,1409,1,0.07097232079488999
hammerjs/hammer.js,23993,17,0.07085399908306589
kylestetz/CLNDR,2833,2,0.0705965407695023
tonytomov/jqGrid,2843,2,0.07034822370735139
ethereum/solc-js,1423,1,0.07027406886858749
fable-compiler/Fable,2855,2,0.07005253940455342
eth-infinitism/account-abstraction,1430,1,0.06993006993006994
electron-userland/electron-json-storage,1431,1,0.06988120195667365
facebook/immutable-js,32913,23,0.06988120195667365
ionic-team/capacitor,11449,8,0.06987509826185694
EOSIO/eosjs,1432,1,0.06983240223463687
gulpjs/gulp,32956,23,0.06979002306105109
mtxr/vscode-sqltools,1434,1,0.0697350069735007
bitwiseshiftleft/sjcl,7172,5,0.06971556051310653
lingui/js-lingui,4305,3,0.06968641114982578
postcss/autoprefixer,21575,15,0.06952491309385864
bluebill1049/little-state-machine,1440,1,0.06944444444444445
transistorsoft/react-native-background-fetch,1441,1,0.06939625260235947
react-native-community/react-native-picker,1443,1,0.0693000693000693
react-native-picker/picker,1443,1,0.0693000693000693
lodash/lodash,59249,41,0.0691994801600027
miukimiu/react-kawaii,2897,2,0.06903693476009665
svelte-add/svelte-add,1451,1,0.06891798759476223
software-mansion/react-native-screens,2904,2,0.06887052341597796
FortAwesome/angular-fontawesome,1459,1,0.06854009595613435
BuilderIO/qwik,20452,14,0.06845296303539997
open-xml-templating/docxtemplater,2924,2,0.06839945280437756
vuejs/jsx,1465,1,0.06825938566552901
react-native-community/react-native-svg,7342,5,0.0681013347861618
exceljs/exceljs,13217,9,0.06809412120753575
GrapesJS/grapesjs,20562,14,0.06808676198813345
blueimp/JavaScript-Canvas-to-Blob,1469,1,0.06807351940095302
LuckDraw/lucky-canvas,7352,5,0.06800870511425462
umicro/uView2.0,1472,1,0.06793478260869565
ajaxorg/ace,26549,18,0.067799163810313
anseki/leader-line,2951,2,0.06777363605557439
cheeriojs/cheerio,28041,19,0.06775792589422631
googleforgames/agones,5906,4,0.06772773450728073
abalabahaha/eris,1477,1,0.06770480704129993
gregjacobs/Autolinker.js,1479,1,0.0676132521974307
aws/aws-sdk-js-v3,2962,2,0.0675219446320054
emmetio/emmet,4445,3,0.06749156355455568
dotintent/react-native-ble-plx,2966,2,0.06743088334457181
mullwar/telebot,1484,1,0.06738544474393532
garmeeh/next-seo,7429,5,0.06730380939561179
accounts-js/accounts,1489,1,0.0671591672263264
js-accounts/accounts,1489,1,0.0671591672263264
agraboso/redux-api-middleware,1489,1,0.0671591672263264
lovell/sharp,28378,19,0.06695327366269645
jdalrymple/gitbeaker,1500,1,0.06666666666666667
jdalrymple/node-gitlab,1500,1,0.06666666666666667
thedevelobear/react-rewards,1500,1,0.06666666666666667
neuronetio/gantt-schedule-timeline-calendar,3008,2,0.06648936170212766
liriliri/eruda,18068,12,0.06641576267434138
processing/p5.js,21117,14,0.06629729601742672
effector/effector,4528,3,0.06625441696113074
brazilian-utils/brazilian-utils,1510,1,0.06622516556291391
djipco/webmidi,1511,1,0.06618133686300463
aws/aws-sdk-js,7570,5,0.06605019815059446
mysqljs/mysql,18220,12,0.06586169045005488
meteor/meteor,44142,29,0.0656970685514929
jaydenseric/apollo-upload-client,1523,1,0.06565988181221273
swc-project/swc,30464,20,0.06565126050420168
medialize/ally.js,1525,1,0.06557377049180328
orchidjs/tom-select,1529,1,0.06540222367560497
youzan/vant,22987,15,0.06525427415495715
vant-ui/vant,22989,15,0.06524859715516117
google/material-design-lite,32288,21,0.0650396432111001
inngest/inngest,1538,1,0.06501950585175553
axa-group/nlp.js,6152,4,0.06501950585175553
TryGhost/Ghost,46205,30,0.06492803809111568
neo4j-contrib/neovis.js,1541,1,0.06489292667099286
remix-run/react-router,52422,34,0.06485826561367365
zhangyuanwei/node-images,1543,1,0.06480881399870382
getsentry/sentry-react-native,1546,1,0.0646830530401035
getsentry/react-native-sentry,1546,1,0.0646830530401035
panva/node-oidc-provider,3096,2,0.06459948320413438
shuding/nextra,10844,7,0.06455182589450387
date-fns/date-fns,34108,22,0.06450099683358743
getsentry/sentry-javascript,7756,5,0.06446621970087674
getsentry/raven-js,7757,5,0.06445790898543251
motion-canvas/motion-canvas,15516,10,0.06444960041247745
NotionX/react-notion-x,4655,3,0.06444683136412459
hexojs/hexo,38846,25,0.06435669052154662
trentm/json,1558,1,0.06418485237483953
dominikwilkowski/cfonts,1558,1,0.06418485237483953
noovolari/leapp,1561,1,0.06406149903907751
oblador/react-native-keychain,3123,2,0.06404098623118795
Noovolari/leapp,1562,1,0.06402048655569782
kartikk221/hyper-express,1566,1,0.06385696040868455
mathiasbynens/punycode.js,1567,1,0.06381620931716657
material-foundation/material-color-utilities,1568,1,0.06377551020408163
jaggedsoft/node-binance-api,1571,1,0.06365372374283895
WordPress/wordpress-playground,1574,1,0.06353240152477764
pulumi/pulumi,20471,13,0.06350446973767769
naoufal/react-native-payments,1575,1,0.06349206349206349
ngneat/falso,3155,2,0.06339144215530904
firebase/firebase-js-sdk,4764,3,0.06297229219143577
bytedance/xgplayer,7988,5,0.06259389083625438
bitpay/bitcore,4798,3,0.06252605252188412
varletjs/varlet,4809,3,0.06238303181534623
jashkenas/underscore,27266,17,0.06234871268246167
BuilderIO/partytown,12840,8,0.06230529595015576
omgovich/colord,1621,1,0.061690314620604564
aws/aws-cdk,11351,7,0.06166857545590697
testing-library/dom-testing-library,3245,2,0.061633281972265024
Bilibili/flv.js,22823,14,0.061341629058406
blueimp/jQuery-File-Upload,30981,19,0.06132791065491753
martinlaxenaire/curtainsjs,1632,1,0.061274509803921566
fullstackreact/google-maps-react,1633,1,0.0612369871402327
tholman/cursor-effects,3270,2,0.06116207951070336
ReactTraining/react-router,52415,32,0.0610512257941429
RadLikeWhoa/Countable,1642,1,0.06090133982947624
github/relative-time-element,3285,2,0.06088280060882801
github/time-elements,3288,2,0.06082725060827251
immutable-js/immutable-js,32907,20,0.0607773422068253
mihaifm/linq,1648,1,0.06067961165048543
twbs/rfs,3298,2,0.06064281382656155
RicoSuter/NSwag,6611,4,0.060505218575102104
indutny/elliptic,1655,1,0.060422960725075525
alemangui/pizzicato,1657,1,0.06035003017501509
react-hook-form/react-hook-form-resolvers,1657,1,0.06035003017501509
react-native-community/lottie-react-native,16574,10,0.06033546518643658
react-hook-form/resolvers,1658,1,0.060313630880579006
lukechilds/merge-images,1659,1,0.06027727546714888
pugjs/pug,21582,13,0.060235381336298764
jadejs/jade,21582,13,0.060235381336298764
Shopify/react-native-skia,6644,4,0.060204695966285374
lquixada/cross-fetch,1661,1,0.060204695966285374
sxzz/unplugin-vue-macros,1663,1,0.06013229104028864
vue-macros/vue-macros,1663,1,0.06013229104028864
pilcrowOnPaper/lucia,8321,5,0.06008893161879582
express-labs/pure-react-carousel,1665,1,0.06006006006006006
swc-project/swc-node,1667,1,0.05998800239952009
manifoldco/swagger-to-ts,5006,3,0.05992808629644426
drwpow/openapi-typescript,5007,3,0.05991611743559017
pyodide/pyodide,11688,7,0.05989048596851471
hjnilsson/country-flags,3340,2,0.059880239520958084
simple-statistics/simple-statistics,3362,2,0.0594883997620464
typeorm/typeorm,33682,20,0.059378896740098566
facebook/idx,1685,1,0.05934718100890207
enisdenjo/graphql-ws,1689,1,0.059206631142687975
enisdenjo/graphql-transport-ws,1689,1,0.059206631142687975
element-plus/element-plus,23648,14,0.059201623815967525
DIYgod/DPlayer,15215,9,0.05915215248110418
stripe/react-stripe-js,1694,1,0.05903187721369539
zenorocha/clipboard.js,33913,20,0.05897443458260843
TanStack/query,40802,24,0.05882064604676242
tannerlinsley/react-query,40802,24,0.05882064604676242
react-native-community/hooks,3416,2,0.0585480093676815
evanw/esbuild,37622,22,0.0584764233693052
marioizquierdo/jquery.serializeJSON,1712,1,0.05841121495327102
adobe-fonts/source-sans,3429,2,0.058326042578011085
adobe-fonts/source-sans-pro,3430,2,0.05830903790087463
Shopify/flash-list,5150,3,0.05825242718446602
seeksdream/relation-graph,1717,1,0.05824111822947001
mathiasbynens/emoji-regex,1719,1,0.058173356602675974
ing-bank/lion,1719,1,0.058173356602675974
ddopson/underscore-cli,1720,1,0.05813953488372093
blueimp/JavaScript-Templates,1721,1,0.058105752469494475
codex-team/editor.js,27558,16,0.058059365701429715
acornjs/acorn,10335,6,0.05805515239477503
select2/select2,25849,15,0.058029324151804715
sveltejs/svelte-preprocess,1724,1,0.058004640371229696
zalando/tailor,1725,1,0.057971014492753624
jquery-form/form,5202,3,0.05767012687427912
dchest/tweetnacl-js,1746,1,0.057273768613974804
lancedb/lancedb,3493,2,0.057257371886630395
azure/azurite,1747,1,0.05724098454493417
JustFly1984/react-google-maps-api,1749,1,0.05717552887364208
oblador/loki,1749,1,0.05717552887364208
anvaka/panzoom,1749,1,0.05717552887364208
yeoman/update-notifier,1755,1,0.056980056980056974
bigskysoftware/htmx,35147,20,0.056903860926963895
creativetimofficial/material-tailwind,3517,2,0.05686664771111743
rgossiaux/svelte-headlessui,1761,1,0.05678591709256105
sasstools/sass-lint,1767,1,0.056593095642331635
Mottie/keyboard,1768,1,0.056561085972850686
d3/d3-force,1769,1,0.05652911249293386
spite/ccapture.js,3544,2,0.0564334085778781
tanstack/query,40795,23,0.056379458266944474
flexn-io/renative,1775,1,0.056338028169014086
renative-org/renative,1775,1,0.056338028169014086
miragejs/miragejs,5326,3,0.056327450244085614
gluestack/gluestack-ui,1776,1,0.05630630630630631
lerna/lerna,35525,20,0.05629838142153413
socketio/socket.io,60544,34,0.05615750528541226
rollup/plugins,3565,2,0.05610098176718093
reactjs/redux,60635,34,0.05607322503504577
reduxjs/redux,60636,34,0.05607230028365987
henriquea/minigrid,1784,1,0.05605381165919283
chenxuan0000/vue-seamless-scroll,1786,1,0.055991041433370664
arktypeio/arktype,3573,2,0.055975370836831795
6pac/SlickGrid,1789,1,0.05589714924538849
wangdahoo/vue-scroller,1790,1,0.055865921787709494
i18next/next-i18next,5377,3,0.055793193230425885
metafloor/bwip-js,1793,1,0.055772448410485224
naptha/tesseract.js,34115,19,0.05569397625677854
webrtchacks/adapter,3595,2,0.055632823365785816
lukehaas/Scrollify,1798,1,0.05561735261401557
mzabriskie/axios,104588,58,0.05545569281370712
axios/axios,104591,58,0.05545410216940272
elysiajs/elysia,9017,5,0.05545081512698237
gl-transitions/gl-transitions,1807,1,0.05534034311012728
fwouts/previewjs,1808,1,0.05530973451327434
twbs/icons,7254,4,0.055141990625861594
unjs/nitro,5448,3,0.05506607929515419
toorshia/justgage,1819,1,0.054975261132490384
facebook/lexical,18207,10,0.05492393035645631
bripkens/connect-history-api-fallback,1821,1,0.054914881933003847
dcloudio/uni-ui,1824,1,0.05482456140350877
webpro/reveal-md,3654,2,0.05473453749315819
mbloch/mapshaper,3661,2,0.054629882545752524
47ng/nuqs,1836,1,0.054466230936819175
mixu/markdown-styles,1840,1,0.05434782608695652
mrousavy/react-native-blurhash,1844,1,0.05422993492407809
openlayers/openlayers,11079,6,0.05415651232060655
inuitcss/inuitcss,1847,1,0.05414185165132648
datorama/akita,3698,2,0.05408328826392645
emin93/react-native-template-typescript,1856,1,0.05387931034482758
plotly/plotly.js,16710,9,0.05385996409335727
paulrosen/abcjs,1858,1,0.05382131324004305
typescript-eslint/typescript-eslint,14899,8,0.05369487885092959
CesiumGS/gltf-pipeline,1863,1,0.05367686527106817
chakra-ui/chakra-ui-vue,1863,1,0.05367686527106817
ElemeFE/element,54041,29,0.05366295960474455
rejetto/hfs,1865,1,0.05361930294906167
superRaytin/react-monaco-editor,3733,2,0.05357621216180017
react-monaco-editor/react-monaco-editor,3733,2,0.05357621216180017
css/csso,3737,2,0.05351886540005352
hakimel/reveal.js,67280,36,0.0535077288941736
nytimes/react-tracking,1870,1,0.053475935828877004
craftpip/jquery-confirm,1871,1,0.053447354355959376
babel/babel,43052,23,0.0534237666078231
rx-angular/rx-angular,1877,1,0.05327650506126798
gajus/redux-immutable,1877,1,0.05327650506126798
redwoodjs/redwood,16922,9,0.05318520269471694
Nutlope/aicommits,7523,4,0.05317027781470158
financial-times/polyfill-service,7543,4,0.05302929868752485
sitexw/FuckAdBlock,1887,1,0.052994170641229466
rwaldron/johnny-five,13242,7,0.05286210542214167
facebook/hermes,9486,5,0.052709255745308874
sindresorhus/gulp-imagemin,1899,1,0.0526592943654555
Yoctol/messaging-apis,1901,1,0.052603892688058915
adobe/leonardo,1902,1,0.052576235541535225
Shopify/polaris,5708,3,0.052557813594954456
posva/vue-promised,1904,1,0.052521008403361345
dvtng/react-loading-skeleton,3815,2,0.05242463958060288
nestjs/nest-cli,1911,1,0.052328623757195186
malloydata/malloy,1915,1,0.05221932114882506
stevenvachon/broken-link-checker,1916,1,0.052192066805845504
marmelab/json-graphql-server,1918,1,0.05213764337851929
dequelabs/axe-core,5756,3,0.052119527449617786
invertase/react-native-firebase,11527,6,0.05205170469332871
growthbook/growthbook,5764,3,0.0520471894517696
apache/tinkerpop,1924,1,0.05197505197505198
microsoft/typespec,3854,2,0.05189413596263622
Microsoft/cadl,3856,2,0.05186721991701245
finos/perspective,7717,4,0.05183361409874304
serverless/serverless,46307,24,0.05182801736238582
nativefier/nativefier,34769,18,0.051770255112312695
TypeStrong/fork-ts-checker-webpack-plugin,1932,1,0.051759834368530024
Realytics/fork-ts-checker-webpack-plugin,1932,1,0.051759834368530024
ctrlplusb/react-sizeme,1935,1,0.05167958656330749
phonegap/phonegap-plugin-push,1941,1,0.05151983513652757
brix/crypto-js,15533,8,0.05150325114272839
streamich/react-use,40943,21,0.05129081894340913
matthewmueller/x-ray,5852,3,0.05126452494873548
facebook/fbjs,1951,1,0.05125576627370579
ianstormtaylor/slate,29284,15,0.05122251058598552
6to5/6to5,43041,22,0.05111405404149532
cloudflare/workerd,5870,3,0.051107325383304945
vasturiano/globe.gl,1961,1,0.05099439061703213
fullcalendar/fullcalendar-react,1963,1,0.05094243504839531
grammyjs/grammY,1964,1,0.05091649694501018
FormidableLabs/react-swipeable,1968,1,0.05081300813008131
dogfessional/react-swipeable,1968,1,0.05081300813008131
storeon/storeon,1974,1,0.050658561296859174
jsonata-js/jsonata,1979,1,0.05053057099545225
daybrush/selecto,1980,1,0.050505050505050504
jaredpalmer/formik,33710,17,0.05043013942450311
iterative/cml,3971,2,0.0503651473180559
volantis-x/hexo-theme-volantis,1988,1,0.05030181086519115
themesberg/flowbite-svelte,1993,1,0.050175614651279475
sergiodxa/remix-utils,1993,1,0.050175614651279475
ciscoheat/sveltekit-superforms,1994,1,0.05015045135406219
react-cropper/react-cropper,1994,1,0.05015045135406219
qTip2/qTip2,1995,1,0.05012531328320802
Automattic/node-canvas,9980,5,0.0501002004008016
image-size/image-size,1997,1,0.050075112669003496
iview/iview,23991,12,0.05001875703388771
pa11y/pa11y,4006,2,0.04992511233150275
jquery/jquery-migrate,2004,1,0.049900199600798396
filipelinhares/ress,2007,1,0.04982561036372695
versatica/mediasoup,6023,3,0.049809065249875474
jdx/rtx,8049,4,0.04969561436203255
SoftwareBrothers/adminjs,8053,4,0.0496709300881659
SoftwareBrothers/admin-bro,8053,4,0.0496709300881659
web-infra-dev/rspack,8063,4,0.049609326553392036
mateodelnorte/meta,2017,1,0.04957858205255329
firecow/gitlab-ci-local,2019,1,0.04952947003467063
moleculerjs/moleculer,6066,3,0.04945598417408506
bfirsh/jsnes,6070,3,0.04942339373970346
facebookincubator/FBX2glTF,2024,1,0.04940711462450593
bytedance/IconPark,8102,4,0.049370525796099726
vasturiano/react-force-graph,2027,1,0.049333991119881605
bfred-it/object-fit-images,2034,1,0.049164208456243856
amannn/next-intl,2035,1,0.04914004914004914
Codeception/codeceptjs,4074,2,0.049091801669121256
TryGhost/node-sqlite3,6133,3,0.04891570194032284
mapbox/node-sqlite3,6133,3,0.04891570194032284
C451/trading-vue-js,2046,1,0.04887585532746823
hgoebl/mobile-detect.js,4093,2,0.048863913999511364
magicismight/react-native-root-toast,2047,1,0.048851978505129456
1602/jugglingdb,2047,1,0.048851978505129456
rethinkdb/rethinkdb,26619,13,0.048837296667793684
bfred-it/iphone-inline-video,2052,1,0.04873294346978557
primefaces/primereact,6163,3,0.048677592081778354
yui/yui3,4116,2,0.048590864917395525
video-dev/hls.js,14418,7,0.048550423082258286
MohammadYounes/AlertifyJS,2064,1,0.04844961240310078
rigor789/vue-scrollto,2066,1,0.0484027105517909
rigor789/vue-scrollTo,2066,1,0.0484027105517909
stdlib-js/stdlib,4136,2,0.04835589941972921
timmywil/jquery.panzoom,2069,1,0.04833252779120348
timmywil/panzoom,2069,1,0.04833252779120348
balderdashy/sails,22804,11,0.048237151376951413
noelboss/featherlight,2075,1,0.048192771084337345
Tencent/vConsole,16605,8,0.04817825956037338
ForestAdmin/lumber,2076,1,0.04816955684007707
th3rdwave/react-native-safe-area-context,2079,1,0.0481000481000481
butlerx/wetty,4168,2,0.04798464491362764
jaywcjlove/github-rank,2085,1,0.047961630695443645
vercel/satori,10428,5,0.047947832757959344
Automattic/socket.io,60521,29,0.0479172518629897
kazuhikoarase/qrcode-generator,2099,1,0.04764173415912339
LearnBoost/expect.js,2100,1,0.047619047619047616
jlalmes/trpc-openapi,2100,1,0.047619047619047616
react-native-image-picker/react-native-image-picker,8406,4,0.04758505829169641
react-community/react-native-image-picker,8406,4,0.04758505829169641
vuejs/pinia,12640,6,0.04746835443037974
reduxjs/redux-toolkit,10534,5,0.04746535029428517
reduxjs/redux-starter-kit,10535,5,0.04746084480303749
pinterest/gestalt,4223,2,0.047359696897939854
unsplash/unsplash-js,2112,1,0.04734848484848485
janpaepke/ScrollMagic,14797,7,0.047306886531053596
assemble/assemble,4233,2,0.04724781478856603
dcastil/tailwind-merge,4236,2,0.047214353163361665
adrai/flowchart.js,8486,4,0.047136460051850106
vercel/swr,29849,14,0.04690274381051292
mapbox/earcut,2136,1,0.04681647940074907
ml5js/ml5-library,6414,3,0.04677268475210477
icons8/flat-color-icons,2139,1,0.04675081813931744
dotansimha/graphql-code-generator,10705,5,0.046707146193367584
dotansimha/graphql-codegen,10707,5,0.046698421593350144
WonderPanda/nestjs-plus,2142,1,0.04668534080298786
golevelup/nestjs,2142,1,0.04668534080298786
olifolkerd/tabulator,6444,3,0.04655493482309125
taylorhakes/promise-polyfill,2152,1,0.046468401486988845
markedjs/marked,32309,15,0.04642669225293262
privatenumber/tsx,8617,4,0.04641986770337704
visionmedia/dox,2156,1,0.0463821892393321
ivanhofer/typesafe-i18n,2158,1,0.04633920296570899
codesandbox/codesandbox-client,12965,6,0.04627844195912071
parcel-bundler/parcel,43303,20,0.04618617647738032
vuepress/core,2167,1,0.046146746654360866
vuepress/vuepress-next,2168,1,0.046125461254612546
google/filament,17360,8,0.04608294930875576
AlexanderZaytsev/react-native-i18n,2174,1,0.045998160073597055
Andarist/react-textarea-autosize,2183,1,0.04580852038479157
atlassian/react-beautiful-dnd,32763,15,0.045783353172786374
twitter/recess,2190,1,0.045662100456621
vuejs/eslint-plugin-vue,4401,2,0.04544421722335833
MrRio/jsPDF,28638,13,0.04539423144074307
sindresorhus/execa,6612,3,0.045372050816696916
blakeembrey/change-case,2206,1,0.04533091568449683
jerosoler/Drawflow,4415,2,0.045300113250283124
pleerock/serializer.ts,6639,3,0.045187528242205156
typestack/class-transformer,6640,3,0.045180722891566265
symfony/webpack-encore,2214,1,0.045167118337850046
googleapis/release-please,4429,2,0.045156920298035676
react-native-community/react-native-side-menu,2216,1,0.04512635379061372
uidotdev/usehooks,8866,4,0.04511617414843221
jsx-eslint/eslint-plugin-react,8867,4,0.04511108604939664
optimizely/nuclear-js,2224,1,0.04496402877697842
frappe/gantt,4453,2,0.044913541432741975
google/model-viewer,6685,3,0.04487658937920718
open-wc/open-wc,2238,1,0.044682752457551385
developit/snarkdown,2242,1,0.04460303300624443
swisnl/jQuery-contextMenu,2245,1,0.044543429844097995
MicrosoftDocs/live-share,2252,1,0.04440497335701599
argyleink/open-props,4520,2,0.04424778761061947
libp2p/js-libp2p,2260,1,0.04424778761061947
gregberge/xstyled,2263,1,0.04418912947414936
aidenybai/million,15861,7,0.04413340899060589
ProjectOpenSea/opensea-js,2266,1,0.0441306266548985
Automattic/cli-table,2271,1,0.044033465433729636
meandmax/lory,2273,1,0.04399472063352398
hayes/pothos,2275,1,0.04395604395604395
hayes/giraphql,2275,1,0.04395604395604395
rich-harris/magic-string,2279,1,0.04387889425186486
yarnpkg/yarn,41383,18,0.043496121595824375
uiwjs/province-city-china,2302,1,0.043440486533449174
slackapi/hubot-slack,2303,1,0.04342162396873643
shaka-project/shaka-player,6930,3,0.04329004329004329
nvh95/jest-preview,2311,1,0.043271311120726956
gkz/LiveScript,2312,1,0.043252595155709346
mosch/react-avatar-editor,2317,1,0.04315925766076824
microsoft/FluidFramework,4662,2,0.0429000429000429
olton/Metro-UI-CSS,7002,3,0.042844901456726654
reactjs/react-a11y,2337,1,0.04278990158322636
sindresorhus/got,14051,6,0.04270158707565298
nimiq/qr-scanner,2346,1,0.042625745950554135
siriwatknp/mui-treasury,2349,1,0.04257130693912303
next-theme/hexo-theme-next,2350,1,0.0425531914893617
Vestride/Shuffle,2353,1,0.042498937526561836
ecomfe/vue-echarts,9433,4,0.0424043252411746
kenwheeler/slick,28336,12,0.042348955392433656
bokuweb/react-resizable-box,2364,1,0.04230118443316413
11ty/eleventy,16553,7,0.042288406935298735
EyalAr/lwip,2365,1,0.042283298097251586
Splidejs/splide,4732,2,0.042265426880811495
zxing-js/library,2367,1,0.04224757076468103
antlr/antlr4,16684,7,0.0419563653800048
casesandberg/react-color,11924,5,0.04193223750419322
andreineculau/know-your-http-well,2388,1,0.04187604690117253
